  \phi      E(\phi)
0.0000  -0.97794151
0.0175  -0.95973721
0.0349  -1.00000000
0.0524  -0.96534628
0.0698  -1.00000000
0.0873  -0.96175004
0.1047  -1.00000000
0.1222  -0.97696468
0.1396  -0.94110753
0.1571  -0.97201924
0.1745  -1.00000000
0.1920  -0.95042917
0.2094  -0.96627548
0.2269  -0.95281115
0.2443  -0.96097201
0.2618  -0.96220216
0.2793  -0.96444493
0.2967  -0.95790800
0.3142  -0.94988082
0.3316  -0.94400786
0.3491  -0.97313188
0.3665  -0.94490150
0.3840  -0.95329739
0.4014  -0.93243443
0.4189  -0.95203653
0.4363  -0.94625093
0.4538  -0.90312744
0.4712  -0.91776747
0.4887  -0.92762897
0.5061  -0.86949372
0.5236  -0.91014130
0.5411  -0.90204262
0.5585  -0.90041147
0.5760  -0.92007984
0.5934  -0.82991276
0.6109  -0.92831316
0.6283  -0.88543600
0.6458  -0.87279981
0.6632  -0.86028537
0.6807  -0.92778142
0.6981  -0.86522332
0.7156  -0.88149453
0.7330  -0.81816458
0.7505  -0.85829818
0.7679  -0.87208568
0.7854  -0.78768195
0.8029  -0.79330558
0.8203  -0.83719582
0.8378  -0.72749935
0.8552  -0.81418340
0.8727  -0.82972206
0.8901  -0.77119436
0.9076  -0.75882621
0.9250  -0.73754574
0.9425  -0.69889930
0.9599  -0.72452197
0.9774  -0.68275296
0.9948  -0.62699816
1.0123  -0.66458144
1.0297  -0.78141298
1.0472  -0.70153131
1.0647  -0.64622357
1.0821  -0.78896956
1.0996  -0.58799622
1.1170  -0.70680585
1.1345  -0.66106872
1.1519  -0.61071568
1.1694  -0.66673684
1.1868  -0.49002865
1.2043  -0.55120401
1.2217  -0.54159483
1.2392  -0.50068074
1.2566  -0.66139674
1.2741  -0.51130488
1.2915  -0.61356548
1.3090  -0.52103613
1.3265  -0.49848454
1.3439  -0.45880019
1.3614  -0.48959308
1.3788  -0.56971412
1.3963  -0.55715750
1.4137  -0.47454657
1.4312  -0.43706761
1.4486  -0.41585079
1.4661  -0.42839265
1.4835  -0.35635708
1.5010  -0.28220392
1.5184  -0.32133158
1.5359  -0.33898440
1.5533  -0.29925528
1.5708  -0.28880204
1.5882  -0.30741530
1.6057  -0.43737962
1.6232  -0.19498248
1.6406  -0.25342120
1.6581  -0.16081185
1.6755  -0.27691622
1.6930  -0.14283188
1.7104  -0.21017312
1.7279  -0.26873330
1.7453  -0.09046655
1.7628  -0.18262038
1.7802  -0.03512726
1.7977  -0.09778521
1.8151  -0.16449248
1.8326  -0.07443451
1.8500   0.25495277
1.8675   0.01234925
1.8850  -0.08938017
1.9024  -0.17741956
1.9199   0.00073736
1.9373   0.02614812
1.9548   0.13255729
1.9722   0.07138021
1.9897   0.33385586
2.0071   0.15234777
2.0246   0.22276078
2.0420   0.18832909
2.0595   0.14943252
2.0769   0.33291809
2.0944   0.15547275
2.1118   0.44074026
2.1293   0.30079249
2.1468   0.13430248
2.1642   0.25460357
2.1817   0.39139505
2.1991   0.44109237
2.2166   0.11908972
2.2340   0.41491778
2.2515   0.35343524
2.2689   0.34960684
2.2864   0.35538479
2.3038   0.41610001
2.3213   0.47807006
2.3387   0.46234583
2.3562   0.44865183
2.3736   0.65940024
2.3911   0.47252072
2.4086   0.63130824
2.4260   0.44669417
2.4435   0.58575481
2.4609   0.66355095
2.4784   0.74212605
2.4958   0.71748259
2.5133   0.65031261
2.5307   0.54474219
2.5482   0.72631581
2.5656   0.72045414
2.5831   0.78175555
2.6005   0.83278423
2.6180   0.62153346
2.6354   0.66788612
2.6529   0.62335574
2.6704   0.67541535
2.6878   0.83265510
2.7053   0.85147362
2.7227   0.81257945
2.7402   0.86647926
2.7576   0.85851821
2.7751   0.80701667
2.7925   0.86478756
2.8100   0.84937416
2.8274   0.87411026
2.8449   0.92638547
2.8623   0.81188614
2.8798   0.96739527
2.8972   0.89834378
2.9147   0.96109381
2.9322   0.85580168
2.9496   1.00000000
2.9671   0.85276254
2.9845   0.86724975
3.0020   0.96627664
3.0194   1.00000000
3.0369   0.92994902
3.0543   0.96574313
3.0718   1.00000000
3.0892   0.96499842
3.1067   1.00000000
3.1241   0.97015940
3.1416   0.92397935
