  \phi      E(\phi)
0.0000  -0.98006406
0.0317  -0.97169917
0.0635  -0.95162846
0.0952  -0.96735554
0.1269  -0.94466504
0.1587  -0.95031412
0.1904  -0.93065834
0.2221  -0.91816831
0.2539  -0.92082896
0.2856  -0.91884177
0.3173  -0.89741943
0.3491  -0.89576390
0.3808  -0.82804841
0.4125  -0.86319881
0.4443  -0.84548421
0.4760  -0.80047273
0.5077  -0.80092191
0.5395  -0.75416242
0.5712  -0.76857520
0.6029  -0.73060839
0.6347  -0.70722979
0.6664  -0.70971447
0.6981  -0.70250882
0.7299  -0.63978208
0.7616  -0.56271785
0.7933  -0.56611021
0.8251  -0.52732363
0.8568  -0.46890200
0.8885  -0.48112946
0.9203  -0.42212530
0.9520  -0.47740880
0.9837  -0.40682699
1.0155  -0.33171705
1.0472  -0.34451266
1.0789  -0.26844599
1.1107  -0.22642090
1.1424  -0.23143819
1.1741  -0.17161646
1.2059  -0.22464350
1.2376  -0.09206343
1.2693  -0.10783194
1.3011  -0.08202227
1.3328  -0.07125346
1.3645   0.01881611
1.3963   0.00250145
1.4280   0.03740741
1.4597   0.07609748
1.4915   0.12106708
1.5232   0.09479758
1.5549   0.17634985
1.5867   0.17638127
1.6184   0.21401084
1.6501   0.27216038
1.6819   0.30626243
1.7136   0.32810518
1.7453   0.37489594
1.7771   0.34001687
1.8088   0.44350704
1.8405   0.46372659
1.8723   0.47632013
1.9040   0.51405707
1.9357   0.52748122
1.9675   0.50060789
1.9992   0.59073162
2.0309   0.52706851
2.0627   0.58585935
2.0944   0.63692686
2.1261   0.67568586
2.1579   0.62427719
2.1896   0.71800221
2.2213   0.72186685
2.2531   0.72447098
2.2848   0.75833626
2.3165   0.76666318
2.3483   0.72947226
2.3800   0.80418755
2.4117   0.82239238
2.4435   0.82491912
2.4752   0.85437789
2.5069   0.85817105
2.5387   0.87665835
2.5704   0.88652082
2.6021   0.88905549
2.6339   0.92497548
2.6656   0.91467141
2.6973   0.92423653
2.7291   0.92754867
2.7608   0.94141870
2.7925   0.94175605
2.8243   0.97824449
2.8560   0.97051161
2.8877   0.95936808
2.9195   0.95957829
2.9512   0.96798915
2.9829   0.97459737
3.0147   0.96919569
3.0464   0.98200638
3.0781   0.98501668
3.1099   0.98543707
3.1416   0.98340539
