  \phi      E(\phi)
0.0000  -1.00000000
0.0317  -1.00000000
0.0635  -1.00000000
0.0952  -1.00000000
0.1269  -1.00000000
0.1587  -1.00000000
0.1904  -0.87161804
0.2221  -1.00000000
0.2539  -0.89087319
0.2856  -0.66152344
0.3173  -0.79282694
0.3491  -0.90932028
0.3808  -0.78322093
0.4125  -0.88410979
0.4443  -1.00000000
0.4760  -0.88476300
0.5077  -0.85921688
0.5395  -0.77338400
0.5712  -0.62764016
0.6029  -0.86597873
0.6347  -1.00000000
0.6664  -0.88073158
0.6981  -0.76330398
0.7299  -0.51480261
0.7616  -0.88769200
0.7933  -0.79041812
0.8251  -0.63171767
0.8568  -0.64241914
0.8885  -0.35466122
0.9203  -0.63531367
0.9520  -0.62380450
0.9837  -0.16501645
1.0155  -0.52085247
1.0472  -0.34558748
1.0789  -0.21871888
1.1107   0.00220564
1.1424   0.09196926
1.1741  -0.15049749
1.2059  -0.18587047
1.2376  -0.00139173
1.2693   0.13084838
1.3011  -0.62512420
1.3328  -0.26267946
1.3645  -0.06896438
1.3963   0.21789286
1.4280  -0.02936379
1.4597   0.12183390
1.4915   0.38910886
1.5232  -0.36132370
1.5549   0.37978688
1.5867   0.09201718
1.6184   0.43225887
1.6501   0.41982825
1.6819   0.36297723
1.7136   0.11637537
1.7453   0.54486983
1.7771   0.36060322
1.8088   0.45424549
1.8405   0.45912127
1.8723   0.22915765
1.9040   0.53753644
1.9357   0.44832399
1.9675   0.33792257
1.9992   0.57373884
2.0309   0.63492540
2.0627   0.75087239
2.0944   1.00000000
2.1261   0.23445593
2.1579   0.67799577
2.1896   0.64158938
2.2213   0.51900156
2.2531   0.44885277
2.2848   0.81548991
2.3165   0.41434280
2.3483   0.73316920
2.3800   0.63593081
2.4117   0.88842078
2.4435   0.86407505
2.4752   0.72089371
2.5069   0.72943034
2.5387   0.94508849
2.5704   0.88815713
2.6021   0.93446031
2.6339   0.92587414
2.6656   0.85754145
2.6973   0.88077817
2.7291   0.90030320
2.7608   0.92271915
2.7925   0.94102504
2.8243   1.00000000
2.8560   0.94340172
2.8877   0.92468340
2.9195   1.00000000
2.9512   1.00000000
2.9829   1.00000000
3.0147   1.00000000
3.0464   1.00000000
3.0781   1.00000000
3.1099   1.00000000
3.1416   0.95882628
