ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
318.86549229,,5.6361e+06,2.8637e-03,19.81961484203,23.7079063452,1s.2s,3S,1,1s.4p,3P*,0,,T8636c73,,
318.86549229,,5.6361e+06,2.8637e-03,19.81961484203,23.7079063452,1s.2s,3S,1,1s.4p,3P*,0,,T8636c73,,
318.86661405,20*,5.6361e+06,8.5912e-03,19.81961484203,23.7078926664,1s.2s,3S,1,1s.4p,3P*,1,,T8636c73,L14925c72,
318.86670551,20*,5.6361e+06,1.4319e-02,19.81961484203,23.7078915511,1s.2s,3S,1,1s.4p,3P*,2,,T8636c73,L14925c72,
388.97065598,,9.4746e+06,7.1636e-03,19.81961484203,23.0071097475,1s.2s,3S,1,1s.3p,3P*,0,,T8636c73,,
388.97475084,500*,9.4746e+06,2.1491e-02,19.81961484203,23.0070761918,1s.2s,3S,1,1s.3p,3P*,1,,T8636c73,L14925c72,
388.97508332,500*,9.4746e+06,3.5819e-02,19.81961484203,23.0070734673,1s.2s,3S,1,1s.3p,3P*,2,,T8636c73,L14925c72,
886.6095052,,1.442e+00,1.700e-08,19.81961484203,21.2180230218,1s.2s,3S,1,1s.2p,1P*,1,,T8636c73,,
1083.2057472,300,1.0216e+07,5.9902e-02,19.81961484203,20.96421916817,1s.2s,3S,1,1s.2p,3P*,0,,T8636c73,L366,
1083.3216751,1000,1.0216e+07,1.7974e-01,19.81961484203,20.96409668230,1s.2s,3S,1,1s.2p,3P*,1,,T8636c73,L366,
1083.3306444,2000,1.0216e+07,2.9958e-01,19.81961484203,20.96408720675,1s.2s,3S,1,1s.2p,3P*,2,,T8636c73,L366,
