  \phi      E(\phi)
0.0000  -1.00000000
0.0317  -1.00000000
0.0635  -1.00000000
0.0952  -1.00000000
0.1269  -1.00000000
0.1587  -1.00000000
0.1904  -0.85700905
0.2221  -1.00000000
0.2539  -0.86534332
0.2856  -0.91951378
0.3173  -0.75975349
0.3491  -0.92814057
0.3808  -0.93489550
0.4125  -1.00000000
0.4443  -0.90478990
0.4760  -0.78317984
0.5077  -0.72909973
0.5395  -0.85904228
0.5712  -0.82904859
0.6029  -0.74975554
0.6347  -0.93930606
0.6664  -0.74180815
0.6981  -0.84006136
0.7299  -0.80925876
0.7616  -0.66555556
0.7933  -0.64272273
0.8251  -0.48054576
0.8568  -0.65095567
0.8885  -0.58055130
0.9203  -0.83395596
0.9520  -0.50068596
0.9837  -0.78849999
1.0155  -0.57879961
1.0472  -0.43018000
1.0789  -0.66636750
1.1107  -0.71594704
1.1424  -0.38875938
1.1741  -0.44010023
1.2059  -0.17863959
1.2376  -0.05552329
1.2693  -0.50021506
1.3011  -0.03769988
1.3328  -0.27025935
1.3645  -0.29694433
1.3963   0.36270974
1.4280  -0.14343529
1.4597  -0.16381320
1.4915   0.00305107
1.5232   0.08392676
1.5549   0.00166035
1.5867  -0.04217522
1.6184  -0.06775220
1.6501  -0.33117477
1.6819   0.18426020
1.7136   0.19045272
1.7453   0.23052370
1.7771   0.08331549
1.8088   0.04659163
1.8405   0.11365323
1.8723   0.27806074
1.9040   0.42309995
1.9357   0.30901242
1.9675   0.57405180
1.9992   0.41007695
2.0309   0.30918088
2.0627   0.52737399
2.0944   0.53421002
2.1261   0.41761497
2.1579   0.46456137
2.1896   0.37923833
2.2213   0.62371156
2.2531   0.59671962
2.2848   0.71382554
2.3165   0.91468990
2.3483   0.65187917
2.3800   0.93605874
2.4117   0.79965453
2.4435   0.69287565
2.4752   0.75142380
2.5069   0.78401891
2.5387   0.67606822
2.5704   1.00000000
2.6021   0.68976307
2.6339   0.90813109
2.6656   0.84036065
2.6973   0.78697818
2.7291   0.86656716
2.7608   0.90843622
2.7925   1.00000000
2.8243   0.90470782
2.8560   0.89853025
2.8877   1.00000000
2.9195   0.92825021
2.9512   0.92282258
2.9829   1.00000000
3.0147   0.94127176
3.0464   1.00000000
3.0781   0.92768920
3.1099   1.00000000
3.1416   1.00000000
