  \phi      E(\phi)
0.0000  -1.00000000
0.0317  -1.00000000
0.0635  -1.00000000
0.0952  -0.89399964
0.1269  -1.00000000
0.1587  -0.91485020
0.1904  -1.00000000
0.2221  -0.92396300
0.2539  -1.00000000
0.2856  -0.81175459
0.3173  -1.00000000
0.3491  -1.00000000
0.3808  -1.00000000
0.4125  -0.91976447
0.4443  -0.71426715
0.4760  -0.82296522
0.5077  -0.83416729
0.5395  -0.83313471
0.5712  -0.90039366
0.6029  -0.75670898
0.6347  -0.93495035
0.6664  -0.72495262
0.6981  -0.92604223
0.7299  -0.62520965
0.7616  -0.69410686
0.7933  -1.00000000
0.8251  -0.92101430
0.8568  -0.82521474
0.8885  -0.88237878
0.9203  -0.92930532
0.9520  -0.66818884
0.9837  -0.51677318
1.0155  -0.41724093
1.0472  -0.16898768
1.0789  -0.24457638
1.1107  -0.33289958
1.1424  -0.48034858
1.1741  -0.35185188
1.2059  -0.62471599
1.2376  -0.06187403
1.2693  -0.38909895
1.3011  -0.06565581
1.3328  -0.42933833
1.3645  -0.21260451
1.3963  -0.30690104
1.4280  -0.28786421
1.4597  -0.33118608
1.4915  -0.54529303
1.5232  -0.16418533
1.5549  -0.29000589
1.5867   0.33100629
1.6184  -0.11111111
1.6501   0.03433740
1.6819   0.44736062
1.7136  -0.14999913
1.7453   0.39879716
1.7771   0.13379476
1.8088   0.05936793
1.8405   0.24617194
1.8723   0.20262086
1.9040   0.31417912
1.9357   0.50309556
1.9675   0.21590960
1.9992   0.39172896
2.0309  -0.00147774
2.0627   0.60237736
2.0944   0.46311870
2.1261   0.39087581
2.1579   0.42964177
2.1896   0.69263719
2.2213   0.81146801
2.2531   0.52672072
2.2848   0.74308398
2.3165   0.47644737
2.3483   0.77096056
2.3800   0.68401670
2.4117   0.75664839
2.4435   0.74737365
2.4752   0.81706534
2.5069   0.92544709
2.5387   0.70072756
2.5704   0.92050357
2.6021   0.79745596
2.6339   1.00000000
2.6656   1.00000000
2.6973   1.00000000
2.7291   0.67945686
2.7608   0.93511171
2.7925   1.00000000
2.8243   0.90553477
2.8560   1.00000000
2.8877   1.00000000
2.9195   1.00000000
2.9512   1.00000000
2.9829   1.00000000
3.0147   0.90020003
3.0464   0.88249250
3.0781   1.00000000
3.1099   1.00000000
3.1416   1.00000000
