  \phi      E(\phi)
0.0000  -1.00000000
0.0317  -1.00000000
0.0635  -1.00000000
0.0952          NaN
0.1269  -1.00000000
0.1587  -1.00000000
0.1904          NaN
0.2221  -1.00000000
0.2539  -1.00000000
0.2856  -1.00000000
0.3173  -1.00000000
0.3491  -1.00000000
0.3808  -1.00000000
0.4125  -1.00000000
0.4443  -1.00000000
0.4760  -1.00000000
0.5077   0.02298851
0.5395  -0.29361702
0.5712  -1.00000000
0.6029          NaN
0.6347  -0.51867220
0.6664  -1.00000000
0.6981  -1.00000000
0.7299  -1.00000000
0.7616  -1.00000000
0.7933  -1.00000000
0.8251   1.00000000
0.8568  -1.00000000
0.8885  -1.00000000
0.9203  -0.49860205
0.9520  -1.00000000
0.9837  -0.33582090
1.0155  -1.00000000
1.0472  -1.00000000
1.0789  -0.34988713
1.1107  -0.03042596
1.1424  -1.00000000
1.1741   0.34837800
1.2059  -0.26984127
1.2376  -1.00000000
1.2693   0.33460439
1.3011  -0.19624217
1.3328  -1.00000000
1.3645  -0.02183406
1.3963  -1.00000000
1.4280  -0.31549610
1.4597  -0.01005025
1.4915  -1.00000000
1.5232  -0.57979798
1.5549  -0.18176061
1.5867   1.00000000
1.6184   1.00000000
1.6501   1.00000000
1.6819   0.03846154
1.7136  -1.00000000
1.7453   0.15862069
1.7771   0.34567901
1.8088   1.00000000
1.8405          NaN
1.8723   0.51322751
1.9040   1.00000000
1.9357   1.00000000
1.9675  -1.00000000
1.9992   0.37212449
2.0309   1.00000000
2.0627  -1.00000000
2.0944   0.58851675
2.1261   1.00000000
2.1579   1.00000000
2.1896   1.00000000
2.2213   1.00000000
2.2531   0.48299320
2.2848   0.33947066
2.3165   1.00000000
2.3483   1.00000000
2.3800   1.00000000
2.4117   0.54425229
2.4435   1.00000000
2.4752   1.00000000
2.5069   1.00000000
2.5387   1.00000000
2.5704   1.00000000
2.6021   0.35229068
2.6339   1.00000000
2.6656   1.00000000
2.6973   1.00000000
2.7291   1.00000000
2.7608   1.00000000
2.7925  -1.00000000
2.8243   1.00000000
2.8560   1.00000000
2.8877   1.00000000
2.9195   1.00000000
2.9512   1.00000000
2.9829          NaN
3.0147   1.00000000
3.0464   1.00000000
3.0781   1.00000000
3.1099   1.00000000
3.1416   1.00000000
