  \phi      E(\phi)
0.0000  -0.72111845
0.0317  -0.63574450
0.0635  -0.93746179
0.0952  -0.84601171
0.1269  -0.88203175
0.1587  -0.74257358
0.1904  -0.82832864
0.2221  -0.82338075
0.2539  -0.53294426
0.2856  -0.53942442
0.3173  -0.61946654
0.3491  -0.80923912
0.3808  -0.58634323
0.4125  -0.69218949
0.4443  -0.74450593
0.4760  -0.67800002
0.5077  -0.69694864
0.5395  -0.74373722
0.5712  -0.70468018
0.6029  -0.69702190
0.6347  -0.39634381
0.6664  -0.80629360
0.6981  -0.76513023
0.7299  -0.75028397
0.7616  -0.70430829
0.7933  -0.72705401
0.8251  -0.52999887
0.8568  -0.31375684
0.8885  -0.60062788
0.9203  -0.31093851
0.9520  -0.28143711
0.9837  -0.37274284
1.0155  -0.29411654
1.0472  -0.64245894
1.0789  -0.45423618
1.1107  -0.66625676
1.1424  -0.23079270
1.1741  -0.14167277
1.2059  -0.06591073
1.2376  -0.20205157
1.2693  -0.18430607
1.3011  -0.56976347
1.3328   0.12541470
1.3645  -0.29645086
1.3963   0.19966818
1.4280  -0.11108264
1.4597  -0.12082282
1.4915   0.00034719
1.5232  -0.50022968
1.5549  -0.02925967
1.5867  -0.03015781
1.6184   0.03075742
1.6501   0.17621727
1.6819   0.02902809
1.7136   0.15687381
1.7453   0.38478666
1.7771   0.07620639
1.8088   0.00393287
1.8405   0.16104421
1.8723   0.29387598
1.9040   0.71481254
1.9357   0.24151924
1.9675   0.33252379
1.9992   0.27196919
2.0309   0.14474359
2.0627   0.41882212
2.0944   0.28987241
2.1261   0.39918300
2.1579   0.33301730
2.1896   0.65416231
2.2213   0.48087222
2.2531   0.71340836
2.2848   0.20984293
2.3165   0.57545741
2.3483   0.41766681
2.3800   0.19912311
2.4117   0.50004825
2.4435   0.53806245
2.4752   0.80060097
2.5069   0.93097054
2.5387   0.51508744
2.5704   0.74185370
2.6021   0.50048222
2.6339   0.63590814
2.6656   0.52728031
2.6973   0.86197206
2.7291   0.93119844
2.7608   0.72354529
2.7925   0.58904243
2.8243   0.80947329
2.8560   0.82839552
2.8877   0.83763046
2.9195   0.77696807
2.9512   0.87518210
2.9829   0.94292081
3.0147   0.76944865
3.0464   0.79967181
3.0781   0.94087457
3.1099   0.84048800
3.1416   0.77303027
