  \phi      E(\phi)
0.0000  -0.98405460
0.0175  -0.97529088
0.0349  -0.98730651
0.0524  -0.97951282
0.0698  -0.97162625
0.0873  -0.97255367
0.1047  -0.96444063
0.1222  -0.97077533
0.1396  -0.97078969
0.1571  -0.97441113
0.1745  -0.96929683
0.1920  -0.96209573
0.2094  -0.95593963
0.2269  -0.94429246
0.2443  -0.95962089
0.2618  -0.94295927
0.2793  -0.92894864
0.2967  -0.93715929
0.3142  -0.93889071
0.3316  -0.92770431
0.3491  -0.92143451
0.3665  -0.88772545
0.3840  -0.90963060
0.4014  -0.90458424
0.4189  -0.90095001
0.4363  -0.88508415
0.4538  -0.88595865
0.4712  -0.87723034
0.4887  -0.85950375
0.5061  -0.85060861
0.5236  -0.86186089
0.5411  -0.85017593
0.5585  -0.81901774
0.5760  -0.80681700
0.5934  -0.82226917
0.6109  -0.80496929
0.6283  -0.79020945
0.6458  -0.79636850
0.6632  -0.76525652
0.6807  -0.75181876
0.6981  -0.74126774
0.7156  -0.74488736
0.7330  -0.72270796
0.7505  -0.71450315
0.7679  -0.70654342
0.7854  -0.70112961
0.8029  -0.69336345
0.8203  -0.66519140
0.8378  -0.64908417
0.8552  -0.65775304
0.8727  -0.66317154
0.8901  -0.63124692
0.9076  -0.62140307
0.9250  -0.59732788
0.9425  -0.54982368
0.9599  -0.59743482
0.9774  -0.54392564
0.9948  -0.51873479
1.0123  -0.51753554
1.0297  -0.49858702
1.0472  -0.49160672
1.0647  -0.47242209
1.0821  -0.48043010
1.0996  -0.46467549
1.1170  -0.41516007
1.1345  -0.41843316
1.1519  -0.39414153
1.1694  -0.40651959
1.1868  -0.36595460
1.2043  -0.33207703
1.2217  -0.32308650
1.2392  -0.31643572
1.2566  -0.26118718
1.2741  -0.28983176
1.2915  -0.28732885
1.3090  -0.26764081
1.3265  -0.25133664
1.3439  -0.20189822
1.3614  -0.22376446
1.3788  -0.18167897
1.3963  -0.13700542
1.4137  -0.13035140
1.4312  -0.14028108
1.4486  -0.12430077
1.4661  -0.11044065
1.4835  -0.07644468
1.5010  -0.05126127
1.5184  -0.07688842
1.5359  -0.01961120
1.5533  -0.01554451
1.5708   0.00090176
1.5882   0.03184878
1.6057   0.03843113
1.6232   0.06415711
1.6406   0.09683323
1.6581   0.09752378
1.6755   0.06426855
1.6930   0.10877406
1.7104   0.13718922
1.7279   0.09626639
1.7453   0.18154378
1.7628   0.17719129
1.7802   0.21750476
1.7977   0.23357264
1.8151   0.19488968
1.8326   0.28136350
1.8500   0.27496007
1.8675   0.30494129
1.8850   0.29642841
1.9024   0.31496977
1.9199   0.39216514
1.9373   0.34503596
1.9548   0.35338827
1.9722   0.38515707
1.9897   0.38731313
2.0071   0.39535211
2.0246   0.41569709
2.0420   0.41145250
2.0595   0.46727558
2.0769   0.50222250
2.0944   0.48352594
2.1118   0.51091164
2.1293   0.53049542
2.1468   0.54050924
2.1642   0.55664005
2.1817   0.55330477
2.1991   0.58694150
2.2166   0.58407066
2.2340   0.58872405
2.2515   0.59512800
2.2689   0.59626569
2.2864   0.63071249
2.3038   0.67242875
2.3213   0.69686629
2.3387   0.65368958
2.3562   0.69694984
2.3736   0.72024855
2.3911   0.72585392
2.4086   0.73114983
2.4260   0.74824477
2.4435   0.74142975
2.4609   0.79951862
2.4784   0.77552079
2.4958   0.82215019
2.5133   0.81094254
2.5307   0.80187377
2.5482   0.80130792
2.5656   0.82335430
2.5831   0.81981259
2.6005   0.84510824
2.6180   0.84312667
2.6354   0.86502614
2.6529   0.86373551
2.6704   0.88938284
2.6878   0.88536149
2.7053   0.91348763
2.7227   0.88950757
2.7402   0.90672521
2.7576   0.92359866
2.7751   0.91181061
2.7925   0.92733202
2.8100   0.92581604
2.8274   0.93862365
2.8449   0.93816780
2.8623   0.95542492
2.8798   0.94197506
2.8972   0.95301533
2.9147   0.95265338
2.9322   0.96401686
2.9496   0.96767925
2.9671   0.97015122
2.9845   0.98485083
3.0020   0.97315562
3.0194   0.97089006
3.0369   0.98343204
3.0543   0.97215284
3.0718   0.98335654
3.0892   0.98562070
3.1067   0.98343852
3.1241   0.98816368
3.1416   0.98282783
