  \phi      E(\phi)
0.0000  -0.72112427
0.0175  -0.71706766
0.0349  -0.72524903
0.0524  -0.71974932
0.0698  -0.71670585
0.0873  -0.69451066
0.1047  -0.70574931
0.1222  -0.71324071
0.1396  -0.71544206
0.1571  -0.72308591
0.1745  -0.67212335
0.1920  -0.68723965
0.2094  -0.71333773
0.2269  -0.73602287
0.2443  -0.71646413
0.2618  -0.70640005
0.2793  -0.66622240
0.2967  -0.69683538
0.3142  -0.67085890
0.3316  -0.69591479
0.3491  -0.69111680
0.3665  -0.66897299
0.3840  -0.66554433
0.4014  -0.66284663
0.4189  -0.67111974
0.4363  -0.65481328
0.4538  -0.63924300
0.4712  -0.63283207
0.4887  -0.64997368
0.5061  -0.62520570
0.5236  -0.63491335
0.5411  -0.61412880
0.5585  -0.58852192
0.5760  -0.60598498
0.5934  -0.61233486
0.6109  -0.59207598
0.6283  -0.59949544
0.6458  -0.62227126
0.6632  -0.56255712
0.6807  -0.57899674
0.6981  -0.54454934
0.7156  -0.55992700
0.7330  -0.54942892
0.7505  -0.51841745
0.7679  -0.53750610
0.7854  -0.48568028
0.8029  -0.47326893
0.8203  -0.49826996
0.8378  -0.47399930
0.8552  -0.46966855
0.8727  -0.48698891
0.8901  -0.42879548
0.9076  -0.45897810
0.9250  -0.45259255
0.9425  -0.38584399
0.9599  -0.38150080
0.9774  -0.38230901
0.9948  -0.38512713
1.0123  -0.40218446
1.0297  -0.37592413
1.0472  -0.37686003
1.0647  -0.34461026
1.0821  -0.34352083
1.0996  -0.36018670
1.1170  -0.28954314
1.1345  -0.29028239
1.1519  -0.32847117
1.1694  -0.28074658
1.1868  -0.26548405
1.2043  -0.28957576
1.2217  -0.21633332
1.2392  -0.24701215
1.2566  -0.21780158
1.2741  -0.18846852
1.2915  -0.19550326
1.3090  -0.18200953
1.3265  -0.17388825
1.3439  -0.15328034
1.3614  -0.14622051
1.3788  -0.17085887
1.3963  -0.11896930
1.4137  -0.08183694
1.4312  -0.10002384
1.4486  -0.05064215
1.4661  -0.09580846
1.4835  -0.06940539
1.5010  -0.02904591
1.5184  -0.04547127
1.5359  -0.01930119
1.5533  -0.01275212
1.5708  -0.03259666
1.5882   0.03251403
1.6057  -0.02463666
1.6232   0.04969247
1.6406   0.06209505
1.6581   0.07278630
1.6755   0.10371865
1.6930   0.07311128
1.7104   0.10144613
1.7279   0.11800800
1.7453   0.09944999
1.7628   0.15048031
1.7802   0.11698362
1.7977   0.11097232
1.8151   0.17545159
1.8326   0.19655753
1.8500   0.19151033
1.8675   0.22538481
1.8850   0.20515500
1.9024   0.24977337
1.9199   0.26785022
1.9373   0.26841592
1.9548   0.25154737
1.9722   0.27698903
1.9897   0.29696988
2.0071   0.29944821
2.0246   0.29578555
2.0420   0.31392289
2.0595   0.33391990
2.0769   0.30848666
2.0944   0.37112384
2.1118   0.38209963
2.1293   0.37484156
2.1468   0.38665087
2.1642   0.41123850
2.1817   0.41074307
2.1991   0.42027216
2.2166   0.43180431
2.2340   0.44725067
2.2515   0.43874949
2.2689   0.48313622
2.2864   0.47381153
2.3038   0.51483671
2.3213   0.50179434
2.3387   0.46422781
2.3562   0.48073234
2.3736   0.52726206
2.3911   0.50978050
2.4086   0.56429315
2.4260   0.55953355
2.4435   0.57668585
2.4609   0.58227001
2.4784   0.53562618
2.4958   0.56779411
2.5133   0.58978881
2.5307   0.56159199
2.5482   0.58096268
2.5656   0.57083747
2.5831   0.61340184
2.6005   0.62915311
2.6180   0.63836492
2.6354   0.64078479
2.6529   0.62018568
2.6704   0.63637743
2.6878   0.63007161
2.7053   0.64672394
2.7227   0.66603654
2.7402   0.66297890
2.7576   0.66374096
2.7751   0.68933985
2.7925   0.70052786
2.8100   0.66683074
2.8274   0.69955622
2.8449   0.67376561
2.8623   0.68564209
2.8798   0.69227880
2.8972   0.71229444
2.9147   0.68531719
2.9322   0.73612976
2.9496   0.71424120
2.9671   0.69445764
2.9845   0.71785161
3.0020   0.74500646
3.0194   0.68706097
3.0369   0.72712842
3.0543   0.72150479
3.0718   0.70228614
3.0892   0.71536761
3.1067   0.73948884
3.1241   0.69155719
3.1416   0.70403806
