  \phi      E(\phi)
0.0000  -0.69219743
0.0175  -0.66348726
0.0349  -0.76363371
0.0524  -0.68235869
0.0698  -0.70220416
0.0873  -0.63064534
0.1047  -0.64753567
0.1222  -0.59094012
0.1396  -0.59082184
0.1571  -0.56864347
0.1745  -0.59069525
0.1920  -0.59222466
0.2094  -0.63483592
0.2269  -0.72567058
0.2443  -0.56026819
0.2618  -0.58319344
0.2793  -0.69493746
0.2967  -0.56753861
0.3142  -0.51839918
0.3316  -0.64486950
0.3491  -0.64701432
0.3665  -0.69943114
0.3840  -0.63409055
0.4014  -0.65170965
0.4189  -0.59003289
0.4363  -0.64546013
0.4538  -0.52285759
0.4712  -0.45074703
0.4887  -0.50139294
0.5061  -0.54265302
0.5236  -0.59505422
0.5411  -0.58541338
0.5585  -0.48401796
0.5760  -0.47460478
0.5934  -0.52352505
0.6109  -0.47451279
0.6283  -0.57519139
0.6458  -0.49821482
0.6632  -0.50120221
0.6807  -0.51563468
0.6981  -0.52596623
0.7156  -0.48582742
0.7330  -0.45032094
0.7505  -0.49012126
0.7679  -0.40785659
0.7854  -0.49328244
0.8029  -0.46717616
0.8203  -0.47139194
0.8378  -0.26930062
0.8552  -0.51454852
0.8727  -0.37474964
0.8901  -0.40050758
0.9076  -0.36032222
0.9250  -0.40443698
0.9425  -0.45120699
0.9599  -0.37434510
0.9774  -0.30223647
0.9948  -0.39968264
1.0123  -0.37790601
1.0297  -0.33131957
1.0472  -0.31520012
1.0647  -0.40148111
1.0821  -0.37578614
1.0996  -0.29294238
1.1170  -0.27132744
1.1345  -0.20622516
1.1519  -0.28917053
1.1694  -0.01347690
1.1868  -0.37213491
1.2043  -0.18447479
1.2217  -0.28075443
1.2392  -0.06744855
1.2566  -0.24547663
1.2741  -0.30081517
1.2915  -0.21242667
1.3090  -0.19876782
1.3265  -0.15330983
1.3439  -0.06167122
1.3614  -0.07286140
1.3788  -0.09453170
1.3963  -0.07653701
1.4137  -0.01047082
1.4312  -0.07129194
1.4486  -0.13520145
1.4661   0.05314427
1.4835  -0.13972939
1.5010   0.03978205
1.5184  -0.00669783
1.5359   0.05469693
1.5533  -0.05028861
1.5708  -0.05799145
1.5882   0.01756453
1.6057   0.00089859
1.6232   0.00933961
1.6406  -0.04230458
1.6581   0.06310995
1.6755  -0.06799714
1.6930   0.11332049
1.7104   0.01101050
1.7279  -0.00063577
1.7453   0.12726329
1.7628   0.15498399
1.7802   0.12928364
1.7977   0.15639819
1.8151   0.23481981
1.8326   0.08099893
1.8500   0.21187166
1.8675   0.29280396
1.8850   0.32598262
1.9024   0.23432473
1.9199   0.03817259
1.9373   0.15643741
1.9548   0.16227153
1.9722   0.23890771
1.9897   0.24953066
2.0071   0.18114948
2.0246   0.29680120
2.0420   0.31707834
2.0595   0.39672919
2.0769   0.36024371
2.0944   0.29565448
2.1118   0.27166595
2.1293   0.45584512
2.1468   0.26661411
2.1642   0.39420118
2.1817   0.31721013
2.1991   0.35844153
2.2166   0.41118999
2.2340   0.39748893
2.2515   0.33708694
2.2689   0.38410332
2.2864   0.45109530
2.3038   0.45154043
2.3213   0.43779737
2.3387   0.40809545
2.3562   0.51725004
2.3736   0.43424472
2.3911   0.57603241
2.4086   0.52980091
2.4260   0.45029359
2.4435   0.54227293
2.4609   0.57435192
2.4784   0.48679630
2.4958   0.56877651
2.5133   0.57663322
2.5307   0.59476692
2.5482   0.55738024
2.5656   0.56193748
2.5831   0.59421261
2.6005   0.44938828
2.6180   0.52074269
2.6354   0.55761928
2.6529   0.51676132
2.6704   0.54714799
2.6878   0.50732933
2.7053   0.66469133
2.7227   0.51770560
2.7402   0.61320882
2.7576   0.51264758
2.7751   0.59901148
2.7925   0.59747304
2.8100   0.59867073
2.8274   0.71785170
2.8449   0.58753866
2.8623   0.73077677
2.8798   0.63821924
2.8972   0.61012192
2.9147   0.64814785
2.9322   0.62221567
2.9496   0.66206664
2.9671   0.72644450
2.9845   0.58934979
3.0020   0.61788859
3.0194   0.71386029
3.0369   0.64101230
3.0543   0.61192440
3.0718   0.68340818
3.0892   0.59196105
3.1067   0.58886098
3.1241   0.69870570
3.1416   0.63790868
