  \phi      E(\phi)
0.0000  -0.87969690
0.0175  -0.78407939
0.0349  -0.85337579
0.0524  -0.87944693
0.0698  -0.76319295
0.0873  -0.83275764
0.1047  -0.78657886
0.1222  -0.80749350
0.1396  -0.86178798
0.1571  -0.81015967
0.1745  -0.84792014
0.1920  -0.74775099
0.2094  -0.85719349
0.2269  -0.76605624
0.2443  -0.79386347
0.2618  -0.71478162
0.2793  -0.81839630
0.2967  -0.84169005
0.3142  -0.83859974
0.3316  -0.90912792
0.3491  -0.74758466
0.3665  -0.78552405
0.3840  -0.77299798
0.4014  -0.78009010
0.4189  -0.80993475
0.4363  -0.85421068
0.4538  -0.73202074
0.4712  -0.62198008
0.4887  -0.77472154
0.5061  -0.76132213
0.5236  -0.65040449
0.5411  -0.68706914
0.5585  -0.71902018
0.5760  -0.62696529
0.5934  -0.65229048
0.6109  -0.73424734
0.6283  -0.66762867
0.6458  -0.64575021
0.6632  -0.48078130
0.6807  -0.69126922
0.6981  -0.72444981
0.7156  -0.67871915
0.7330  -0.61760783
0.7505  -0.63539107
0.7679  -0.58276977
0.7854  -0.64811016
0.8029  -0.51083747
0.8203  -0.64942582
0.8378  -0.56295524
0.8552  -0.66522185
0.8727  -0.62373870
0.8901  -0.42277564
0.9076  -0.49218462
0.9250  -0.55544361
0.9425  -0.52570998
0.9599  -0.46667167
0.9774  -0.58514657
0.9948  -0.55408913
1.0123  -0.44673651
1.0297  -0.33418354
1.0472  -0.40174015
1.0647  -0.51080392
1.0821  -0.41255858
1.0996  -0.36965616
1.1170  -0.26285437
1.1345  -0.45335452
1.1519  -0.22596877
1.1694  -0.40972145
1.1868  -0.30677078
1.2043  -0.38980727
1.2217  -0.14610890
1.2392  -0.32073865
1.2566  -0.19920993
1.2741  -0.23569735
1.2915  -0.32015348
1.3090  -0.25226440
1.3265  -0.22653200
1.3439  -0.24128271
1.3614  -0.18377807
1.3788  -0.11682288
1.3963  -0.15559748
1.4137  -0.27279393
1.4312  -0.13932718
1.4486  -0.00563267
1.4661  -0.13425914
1.4835  -0.07214514
1.5010  -0.11197427
1.5184  -0.00036699
1.5359  -0.02282804
1.5533  -0.06223573
1.5708   0.14008701
1.5882   0.00564625
1.6057  -0.04202608
1.6232  -0.00808502
1.6406   0.02378798
1.6581   0.17927250
1.6755   0.16135400
1.6930   0.03910609
1.7104   0.06000821
1.7279   0.14222030
1.7453   0.09007383
1.7628   0.15114315
1.7802   0.00623254
1.7977   0.14114803
1.8151   0.28955563
1.8326   0.05673961
1.8500   0.14628904
1.8675   0.17264972
1.8850   0.19542902
1.9024   0.33392885
1.9199   0.29046117
1.9373   0.22964459
1.9548   0.27858089
1.9722   0.27346494
1.9897   0.50706940
2.0071   0.27727839
2.0246   0.34512410
2.0420   0.38585197
2.0595   0.33187949
2.0769   0.47305512
2.0944   0.51948526
2.1118   0.49422638
2.1293   0.37480154
2.1468   0.48744521
2.1642   0.54528930
2.1817   0.48727049
2.1991   0.52177923
2.2166   0.47923563
2.2340   0.42081399
2.2515   0.38930998
2.2689   0.59408308
2.2864   0.53559557
2.3038   0.57089108
2.3213   0.59195221
2.3387   0.59328987
2.3562   0.65260674
2.3736   0.61285923
2.3911   0.70478087
2.4086   0.62347246
2.4260   0.73223806
2.4435   0.70711797
2.4609   0.63453365
2.4784   0.57798614
2.4958   0.63257101
2.5133   0.57690865
2.5307   0.79933267
2.5482   0.61437381
2.5656   0.70693792
2.5831   0.67329530
2.6005   0.62851407
2.6180   0.70587612
2.6354   0.58038388
2.6529   0.69514537
2.6704   0.77906781
2.6878   0.80911700
2.7053   0.75852164
2.7227   0.74474493
2.7402   0.72388288
2.7576   0.77872679
2.7751   0.77658922
2.7925   0.80328770
2.8100   0.72731805
2.8274   0.82642100
2.8449   0.82819050
2.8623   0.81725529
2.8798   0.70165599
2.8972   0.85732810
2.9147   0.85415394
2.9322   0.76297884
2.9496   0.76662555
2.9671   0.80947738
2.9845   0.79138968
3.0020   0.89418911
3.0194   0.72835695
3.0369   0.83824921
3.0543   0.75373739
3.0718   0.85476181
3.0892   0.79165063
3.1067   0.85543390
3.1241   0.83405419
3.1416   0.81899442
