  \phi      E(\phi)
0.0000  -1.00000000
0.0175  -1.00000000
0.0349  -0.92922649
0.0524  -0.96914988
0.0698  -0.96627523
0.0873  -1.00000000
0.1047  -1.00000000
0.1222  -1.00000000
0.1396  -0.93532560
0.1571  -0.96210632
0.1745  -0.93063005
0.1920  -0.88234394
0.2094  -0.97176607
0.2269  -0.94536554
0.2443  -0.97204298
0.2618  -0.97424992
0.2793  -0.95629081
0.2967  -0.96032607
0.3142  -0.96738708
0.3316  -0.96860352
0.3491  -0.84860129
0.3665  -1.00000000
0.3840  -1.00000000
0.4014  -0.96334306
0.4189  -1.00000000
0.4363  -0.92210619
0.4538  -0.86657091
0.4712  -0.93754155
0.4887  -0.93661522
0.5061  -0.88720433
0.5236  -0.96652375
0.5411  -0.96824933
0.5585  -0.84676124
0.5760  -0.79475918
0.5934  -0.96296650
0.6109  -0.79725545
0.6283  -0.89159281
0.6458  -0.90634213
0.6632  -0.87538395
0.6807  -0.73020737
0.6981  -0.74478783
0.7156  -0.90040588
0.7330  -0.71709422
0.7505  -0.79876155
0.7679  -0.94329795
0.7854  -0.95666662
0.8029  -0.88844569
0.8203  -0.84003099
0.8378  -0.66185287
0.8552  -0.74940619
0.8727  -0.93881032
0.8901  -0.71197516
0.9076  -0.86621839
0.9250  -0.76446398
0.9425  -0.48613874
0.9599  -0.74699053
0.9774  -0.61142011
0.9948  -0.70772443
1.0123  -0.72267110
1.0297  -0.72371943
1.0472  -0.66182078
1.0647  -0.52976837
1.0821  -0.74836822
1.0996  -0.80630270
1.1170  -0.73112371
1.1345  -0.32962588
1.1519  -0.50650201
1.1694  -0.79622923
1.1868  -0.18018899
1.2043  -0.47744600
1.2217  -0.68786888
1.2392  -0.48182629
1.2566  -0.26938209
1.2741  -0.52527707
1.2915  -0.67346453
1.3090  -0.45482521
1.3265  -0.64090046
1.3439  -0.39734361
1.3614  -0.32108717
1.3788  -0.38039904
1.3963  -0.64890515
1.4137  -0.01116104
1.4312  -0.45688019
1.4486  -0.11248186
1.4661  -0.15280985
1.4835  -0.20954604
1.5010  -0.42411893
1.5184  -0.34664316
1.5359  -0.44685004
1.5533  -0.24458988
1.5708  -0.02788514
1.5882  -0.47368421
1.6057  -0.62307772
1.6232  -0.03541068
1.6406  -0.60915577
1.6581  -0.12451229
1.6755  -0.64591348
1.6930   0.23273324
1.7104  -0.37293020
1.7279  -0.14607419
1.7453  -0.04886236
1.7628  -0.14697913
1.7802  -0.21592528
1.7977  -0.26511003
1.8151  -0.10992672
1.8326  -0.02023181
1.8500   0.20092587
1.8675  -0.26163785
1.8850  -0.48041048
1.9024  -0.11151449
1.9199   0.18719330
1.9373   0.17753006
1.9548  -0.16054282
1.9722   0.17904812
1.9897   0.21734796
2.0071  -0.27706081
2.0246  -0.00617306
2.0420   0.18614470
2.0595   0.17930380
2.0769   0.32698483
2.0944   0.61173209
2.1118   0.37890831
2.1293   0.48235825
2.1468   0.21338231
2.1642   0.51268097
2.1817   0.03809466
2.1991   0.38066880
2.2166   0.08661299
2.2340   0.47495321
2.2515   0.49219687
2.2689   0.23293251
2.2864   0.40655109
2.3038   0.43845225
2.3213   0.60683799
2.3387   0.19864252
2.3562   0.47470368
2.3736   0.73361005
2.3911   0.60686984
2.4086   0.43519112
2.4260   0.25022384
2.4435   0.72806866
2.4609   0.41387202
2.4784   0.29995332
2.4958   0.70290680
2.5133   0.73095134
2.5307   0.69688043
2.5482   0.40407897
2.5656   0.74973656
2.5831   0.66995601
2.6005   0.84331975
2.6180   0.47053304
2.6354   1.00000000
2.6529   0.86649847
2.6704   0.81297319
2.6878   0.86887121
2.7053   1.00000000
2.7227   0.74572224
2.7402   0.83932625
2.7576   0.89289460
2.7751   0.87327491
2.7925   0.83726218
2.8100   0.70190872
2.8274   0.77739965
2.8449   1.00000000
2.8623   0.85964483
2.8798   1.00000000
2.8972   1.00000000
2.9147   0.83672668
2.9322   1.00000000
2.9496   0.60232768
2.9671   1.00000000
2.9845   0.91279103
3.0020   0.87199003
3.0194   1.00000000
3.0369   1.00000000
3.0543   1.00000000
3.0718   1.00000000
3.0892   1.00000000
3.1067   1.00000000
3.1241   1.00000000
3.1416   0.87929574
