  \phi      E(\phi)
0.0000  -1.00000000
0.0175  -0.98702493
0.0349  -0.98882197
0.0524  -0.96868460
0.0698  -0.98973238
0.0873  -0.92653171
0.1047  -0.94985359
0.1222  -0.93596680
0.1396  -0.93889094
0.1571  -1.00000000
0.1745  -0.97889157
0.1920  -1.00000000
0.2094  -0.98910006
0.2269  -0.98772793
0.2443  -0.96975312
0.2618  -0.93186411
0.2793  -0.97086444
0.2967  -0.98686329
0.3142  -0.98976863
0.3316  -0.94551185
0.3491  -0.96552706
0.3665  -0.97880976
0.3840  -0.98969263
0.4014  -0.97184003
0.4189  -0.95636047
0.4363  -0.89823713
0.4538  -0.92730342
0.4712  -0.87110340
0.4887  -0.90822938
0.5061  -0.83294985
0.5236  -0.90908810
0.5411  -0.85917125
0.5585  -0.89101330
0.5760  -0.92847275
0.5934  -0.85389752
0.6109  -0.87221314
0.6283  -0.84730534
0.6458  -0.83973785
0.6632  -0.92775782
0.6807  -0.83991230
0.6981  -0.86392353
0.7156  -0.81603295
0.7330  -0.85511247
0.7505  -0.80575883
0.7679  -0.77480422
0.7854  -0.91002720
0.8029  -0.77800871
0.8203  -0.79168275
0.8378  -0.80749127
0.8552  -0.80913657
0.8727  -0.76783682
0.8901  -0.76956012
0.9076  -0.79071720
0.9250  -0.79332205
0.9425  -0.70348437
0.9599  -0.71646167
0.9774  -0.76592661
0.9948  -0.77101884
1.0123  -0.71059938
1.0297  -0.76492278
1.0472  -0.69077028
1.0647  -0.58755064
1.0821  -0.67706034
1.0996  -0.57755680
1.1170  -0.60367210
1.1345  -0.62443033
1.1519  -0.53325527
1.1694  -0.55593768
1.1868  -0.54676587
1.2043  -0.50564746
1.2217  -0.56786409
1.2392  -0.61816743
1.2566  -0.57464970
1.2741  -0.58691137
1.2915  -0.53817966
1.3090  -0.52460043
1.3265  -0.42472489
1.3439  -0.54421957
1.3614  -0.49597632
1.3788  -0.50079662
1.3963  -0.35690173
1.4137  -0.46635512
1.4312  -0.43783329
1.4486  -0.35143351
1.4661  -0.44572927
1.4835  -0.48207238
1.5010  -0.27012632
1.5184  -0.28431327
1.5359  -0.39626180
1.5533  -0.37902111
1.5708  -0.27828827
1.5882  -0.33779334
1.6057  -0.37489870
1.6232  -0.32243957
1.6406  -0.26833223
1.6581  -0.37246252
1.6755  -0.13821452
1.6930   0.02869479
1.7104  -0.08305554
1.7279   0.07838682
1.7453  -0.27793315
1.7628  -0.25617419
1.7802  -0.21047641
1.7977   0.00931242
1.8151   0.02462462
1.8326   0.14728036
1.8500   0.03529662
1.8675  -0.08087646
1.8850   0.13906634
1.9024   0.18577080
1.9199   0.11629078
1.9373   0.10239946
1.9548  -0.04097215
1.9722   0.10559997
1.9897   0.14855925
2.0071   0.11636270
2.0246   0.16703355
2.0420   0.03283779
2.0595   0.27476911
2.0769   0.09380525
2.0944   0.32318663
2.1118   0.08923047
2.1293   0.27670158
2.1468   0.18405407
2.1642   0.29715258
2.1817   0.46371464
2.1991   0.29621888
2.2166   0.52141837
2.2340   0.28148219
2.2515   0.36305954
2.2689   0.40555427
2.2864   0.32568914
2.3038   0.48764870
2.3213   0.31128228
2.3387   0.37496014
2.3562   0.48549024
2.3736   0.71958515
2.3911   0.45456030
2.4086   0.76251822
2.4260   0.70349309
2.4435   0.69879387
2.4609   0.60941336
2.4784   0.48799040
2.4958   0.51525686
2.5133   0.70711364
2.5307   0.44416572
2.5482   0.74782085
2.5656   0.63928497
2.5831   0.62523078
2.6005   0.77536419
2.6180   0.89217871
2.6354   0.75339308
2.6529   0.55158033
2.6704   0.69042747
2.6878   0.64078581
2.7053   0.90977301
2.7227   0.82591921
2.7402   0.77322502
2.7576   0.90767903
2.7751   0.83906363
2.7925   0.84382061
2.8100   0.82634757
2.8274   0.96680446
2.8449   0.88651878
2.8623   0.87527278
2.8798   0.95313293
2.8972   0.81868106
2.9147   0.92883129
2.9322   0.82224252
2.9496   0.84264197
2.9671   0.96637808
2.9845   1.00000000
3.0020   1.00000000
3.0194   0.94550267
3.0369   0.92020050
3.0543   1.00000000
3.0718   1.00000000
3.0892   1.00000000
3.1067   0.92868967
3.1241   1.00000000
3.1416   0.95798251
