  \phi      E(\phi)
0.0000  -0.09392081
0.0175  -0.15726346
0.0349  -0.06261967
0.0524  -0.10869040
0.0698  -0.10350526
0.0873  -0.08359766
0.1047  -0.10198027
0.1222  -0.07083868
0.1396  -0.09982446
0.1571  -0.09272043
0.1745  -0.12733600
0.1920  -0.09641440
0.2094  -0.08484598
0.2269  -0.07123377
0.2443  -0.13404754
0.2618  -0.03843439
0.2793  -0.09679303
0.2967  -0.13140054
0.3142  -0.05763763
0.3316  -0.08854663
0.3491  -0.07685599
0.3665  -0.06395525
0.3840  -0.08759697
0.4014  -0.13711378
0.4189  -0.10064194
0.4363  -0.08058451
0.4538  -0.12565233
0.4712  -0.06823984
0.4887  -0.11648147
0.5061  -0.06880373
0.5236  -0.13571642
0.5411  -0.12694860
0.5585  -0.11736246
0.5760  -0.04652795
0.5934  -0.06063105
0.6109  -0.08476097
0.6283  -0.09757160
0.6458  -0.10857422
0.6632  -0.05742509
0.6807  -0.09955297
0.6981  -0.08995813
0.7156  -0.09966866
0.7330  -0.11138736
0.7505  -0.10815019
0.7679  -0.06342629
0.7854  -0.13845958
0.8029  -0.11916390
0.8203  -0.06896225
0.8378  -0.07412285
0.8552  -0.10387055
0.8727  -0.09980787
0.8901  -0.05446394
0.9076  -0.06072889
0.9250  -0.08567937
0.9425  -0.09214478
0.9599  -0.06436217
0.9774  -0.10769201
0.9948  -0.04986701
1.0123  -0.12472823
1.0297  -0.06779091
1.0472  -0.04839517
1.0647  -0.08363533
1.0821  -0.04459688
1.0996  -0.05248165
1.1170  -0.02701698
1.1345  -0.02856446
1.1519  -0.06946444
1.1694  -0.10313134
1.1868  -0.03416448
1.2043  -0.04664696
1.2217  -0.05918820
1.2392  -0.03685456
1.2566  -0.03519049
1.2741  -0.02435121
1.2915  -0.07402793
1.3090  -0.04027520
1.3265  -0.05955001
1.3439  -0.02557601
1.3614  -0.07873795
1.3788  -0.05579766
1.3963   0.01117072
1.4137  -0.04894063
1.4312  -0.03346055
1.4486  -0.03969282
1.4661  -0.02110745
1.4835  -0.02847674
1.5010  -0.00711834
1.5184  -0.02952509
1.5359  -0.04016842
1.5533  -0.01171457
1.5708  -0.02693530
1.5882  -0.04216710
1.6057   0.02187666
1.6232  -0.00445900
1.6406   0.05741463
1.6581  -0.02212004
1.6755  -0.03535750
1.6930  -0.00361977
1.7104   0.00500484
1.7279  -0.01284345
1.7453  -0.03276912
1.7628  -0.00825724
1.7802  -0.00173640
1.7977   0.04678268
1.8151   0.01083994
1.8326   0.05662110
1.8500   0.00033646
1.8675   0.05145405
1.8850   0.00344100
1.9024   0.06085040
1.9199  -0.01953646
1.9373  -0.00633740
1.9548   0.00750543
1.9722  -0.00164080
1.9897   0.04734681
2.0071  -0.01049601
2.0246   0.04172303
2.0420  -0.03087633
2.0595   0.00802840
2.0769   0.01553961
2.0944   0.05229335
2.1118   0.01055454
2.1293   0.04163023
2.1468   0.04173564
2.1642   0.02155842
2.1817   0.05269305
2.1991   0.06405908
2.2166   0.01967200
2.2340   0.02071941
2.2515   0.01033600
2.2689   0.03163424
2.2864   0.01217532
2.3038   0.00379024
2.3213   0.02460001
2.3387   0.03845200
2.3562   0.05085792
2.3736   0.03781028
2.3911   0.04063131
2.4086   0.02806097
2.4260   0.06333491
2.4435   0.00654901
2.4609   0.01871896
2.4784   0.02433490
2.4958   0.10732994
2.5133   0.07128509
2.5307   0.03842572
2.5482   0.02558474
2.5656   0.02035017
2.5831   0.06613622
2.6005   0.07415296
2.6180   0.01875108
2.6354   0.04843609
2.6529   0.03819531
2.6704   0.02332386
2.6878   0.05951359
2.7053   0.04109019
2.7227   0.04399848
2.7402   0.05933882
2.7576   0.08436644
2.7751   0.09241898
2.7925   0.06772424
2.8100   0.08674725
2.8274   0.00621296
2.8449   0.06901121
2.8623   0.03929126
2.8798   0.07178844
2.8972   0.07773529
2.9147   0.02123332
2.9322   0.07049811
2.9496   0.05884171
2.9671   0.06577612
2.9845   0.03984252
3.0020   0.02155295
3.0194   0.04707870
3.0369   0.08398941
3.0543   0.05958788
3.0718   0.05776062
3.0892   0.10855463
3.1067   0.09287688
3.1241   0.04507846
3.1416   0.06371034
