  \phi      E(\phi)
0.0000  -0.35685414
0.0175  -0.29215101
0.0349  -0.30242104
0.0524  -0.36705940
0.0698  -0.29016709
0.0873  -0.35755997
0.1047  -0.32554352
0.1222  -0.38943384
0.1396  -0.46649376
0.1571  -0.45728453
0.1745  -0.31442489
0.1920  -0.42478749
0.2094  -0.35730019
0.2269  -0.37315873
0.2443  -0.19596681
0.2618  -0.24568929
0.2793  -0.28409441
0.2967  -0.41025132
0.3142  -0.31969415
0.3316  -0.32745105
0.3491  -0.31967023
0.3665  -0.33065507
0.3840  -0.29755841
0.4014  -0.38120738
0.4189  -0.27048819
0.4363  -0.41155745
0.4538  -0.24367646
0.4712  -0.58820104
0.4887  -0.47529867
0.5061  -0.23253367
0.5236  -0.41025362
0.5411  -0.27103269
0.5585  -0.47424256
0.5760  -0.36564127
0.5934  -0.29748784
0.6109  -0.43754673
0.6283  -0.32000349
0.6458  -0.42101508
0.6632  -0.34911775
0.6807  -0.36469100
0.6981  -0.29857552
0.7156  -0.28637942
0.7330  -0.31551847
0.7505  -0.35701851
0.7679  -0.34225763
0.7854  -0.40952042
0.8029  -0.28093251
0.8203  -0.24930903
0.8378  -0.38537366
0.8552  -0.26430505
0.8727  -0.22871371
0.8901  -0.25383648
0.9076  -0.41144372
0.9250  -0.33638096
0.9425  -0.21127013
0.9599  -0.26785271
0.9774  -0.21919468
0.9948  -0.27832522
1.0123  -0.20819274
1.0297  -0.16713475
1.0472  -0.14813030
1.0647  -0.25525074
1.0821  -0.27765835
1.0996  -0.27596174
1.1170  -0.24571488
1.1345  -0.22712759
1.1519  -0.30991424
1.1694  -0.16734676
1.1868  -0.41728869
1.2043  -0.22348909
1.2217  -0.17958634
1.2392  -0.20375991
1.2566  -0.29302234
1.2741  -0.19639979
1.2915  -0.16067230
1.3090  -0.21508322
1.3265  -0.13824298
1.3439  -0.19513987
1.3614  -0.12176223
1.3788  -0.21111813
1.3963  -0.26582298
1.4137  -0.24570334
1.4312  -0.22065345
1.4486  -0.08228463
1.4661  -0.12360955
1.4835  -0.19843276
1.5010  -0.19548079
1.5184  -0.21086823
1.5359  -0.17173569
1.5533  -0.21948381
1.5708  -0.09431006
1.5882  -0.16646574
1.6057  -0.16971682
1.6232  -0.21090492
1.6406  -0.06237990
1.6581  -0.15784949
1.6755  -0.05341365
1.6930   0.02745812
1.7104  -0.10017045
1.7279  -0.05203992
1.7453  -0.14131523
1.7628  -0.02188345
1.7802   0.01406166
1.7977  -0.01471259
1.8151  -0.04595180
1.8326   0.03899305
1.8500  -0.01258134
1.8675  -0.02369570
1.8850  -0.00755486
1.9024   0.03059776
1.9199  -0.06799586
1.9373   0.01617080
1.9548  -0.04343547
1.9722  -0.04593437
1.9897   0.16902285
2.0071   0.03064380
2.0246  -0.03803374
2.0420   0.00440537
2.0595  -0.00804521
2.0769   0.07934072
2.0944   0.11930538
2.1118   0.06825007
2.1293   0.08570725
2.1468   0.15980428
2.1642   0.17362098
2.1817  -0.08282389
2.1991   0.20560445
2.2166   0.03484693
2.2340   0.04105971
2.2515   0.11788235
2.2689   0.12811869
2.2864   0.02371189
2.3038   0.12161419
2.3213   0.07503667
2.3387   0.09574140
2.3562   0.39708475
2.3736   0.22952112
2.3911   0.12286503
2.4086   0.07120916
2.4260   0.23135455
2.4435   0.13295467
2.4609   0.18824978
2.4784   0.10896304
2.4958   0.20130828
2.5133   0.16154583
2.5307   0.10616021
2.5482   0.10513515
2.5656   0.28707980
2.5831   0.09429370
2.6005   0.08906649
2.6180   0.16896599
2.6354   0.18684409
2.6529   0.24422169
2.6704   0.24792342
2.6878   0.18281722
2.7053   0.24490192
2.7227   0.37161540
2.7402   0.17942569
2.7576   0.20423342
2.7751   0.11387293
2.7925   0.21766846
2.8100   0.22628292
2.8274   0.26367471
2.8449   0.22906505
2.8623   0.25868737
2.8798   0.16982798
2.8972   0.11105912
2.9147   0.30616737
2.9322   0.30310252
2.9496   0.25631005
2.9671   0.24148830
2.9845   0.17910280
3.0020   0.38614448
3.0194   0.26421670
3.0369   0.18605808
3.0543   0.23197516
3.0718   0.33664525
3.0892   0.32763299
3.1067   0.12730854
3.1241   0.35955618
3.1416   0.23301221
