  \phi      E(\phi)
0.0000  -1.00000000
0.0175  -1.00000000
0.0349  -0.95270919
0.0524  -1.00000000
0.0698  -1.00000000
0.0873  -1.00000000
0.1047  -1.00000000
0.1222  -0.96867190
0.1396  -1.00000000
0.1571  -0.94686894
0.1745  -1.00000000
0.1920  -1.00000000
0.2094  -1.00000000
0.2269  -1.00000000
0.2443  -0.95718368
0.2618  -1.00000000
0.2793  -0.93696958
0.2967  -1.00000000
0.3142  -0.89044291
0.3316  -0.95851433
0.3491  -0.97019041
0.3665  -1.00000000
0.3840  -1.00000000
0.4014  -0.93983567
0.4189  -1.00000000
0.4363  -0.84389202
0.4538  -0.94861265
0.4712  -0.79236922
0.4887  -0.90853189
0.5061  -0.86064712
0.5236  -0.96379971
0.5411  -0.96307886
0.5585  -0.96110362
0.5760  -0.84743520
0.5934  -0.96086926
0.6109  -0.88270437
0.6283  -0.80006283
0.6458  -0.78445981
0.6632  -0.89679977
0.6807  -0.81676117
0.6981  -1.00000000
0.7156  -0.80231501
0.7330  -0.83707563
0.7505  -0.75319305
0.7679  -0.74656743
0.7854  -0.78990668
0.8029  -0.91921563
0.8203  -0.49511579
0.8378  -0.80223836
0.8552  -0.66454247
0.8727  -0.84566074
0.8901  -0.82668401
0.9076  -0.60371521
0.9250  -0.72047872
0.9425  -0.88629370
0.9599  -0.69759708
0.9774  -0.81117822
0.9948  -0.79429693
1.0123  -0.73486765
1.0297  -0.68533027
1.0472  -0.74583618
1.0647  -0.63861593
1.0821  -0.64995474
1.0996  -0.37151593
1.1170  -0.72800907
1.1345  -0.66116867
1.1519  -0.65417724
1.1694  -0.40284096
1.1868  -0.59925573
1.2043  -0.74661194
1.2217  -0.52396651
1.2392  -0.23730428
1.2566  -0.58207214
1.2741  -0.57538080
1.2915  -0.50848072
1.3090  -0.39549744
1.3265  -0.26973446
1.3439  -0.17416398
1.3614  -0.47287565
1.3788  -0.54246352
1.3963  -0.54691686
1.4137  -0.62245668
1.4312  -0.74095136
1.4486  -0.35417131
1.4661  -0.32763986
1.4835  -0.39837811
1.5010  -0.43729571
1.5184   0.12547282
1.5359  -0.57457739
1.5533  -0.38508586
1.5708  -0.27777660
1.5882  -0.42425236
1.6057  -0.02710362
1.6232   0.08152924
1.6406  -0.01850939
1.6581  -0.08294340
1.6755  -0.39060837
1.6930  -0.05381835
1.7104   0.10213448
1.7279  -0.25118565
1.7453  -0.00339859
1.7628  -0.38444099
1.7802  -0.04931445
1.7977   0.11025943
1.8151  -0.36225962
1.8326  -0.01765939
1.8500  -0.05819472
1.8675   0.01913272
1.8850  -0.27334065
1.9024  -0.26597306
1.9199  -0.06858320
1.9373   0.32677979
1.9548   0.40980122
1.9722   0.03778676
1.9897   0.58746633
2.0071  -0.10444248
2.0246  -0.17252466
2.0420  -0.21526470
2.0595   0.21256378
2.0769   0.83525529
2.0944   0.00697386
2.1118   0.63635865
2.1293   0.51551478
2.1468  -0.00446052
2.1642   0.01142252
2.1817   0.19903924
2.1991  -0.06208322
2.2166   0.08250994
2.2340   0.06205675
2.2515   0.50691430
2.2689  -0.08295058
2.2864   0.21407372
2.3038   0.48745238
2.3213   0.35214201
2.3387   0.60975047
2.3562   0.50394671
2.3736   0.18615240
2.3911   0.43566735
2.4086   0.84984885
2.4260   0.85669791
2.4435   0.45348171
2.4609   0.63129087
2.4784   0.62943291
2.4958   0.54026944
2.5133   0.79383705
2.5307   0.68125044
2.5482   0.75888526
2.5656   0.83410807
2.5831   0.84593920
2.6005   0.68953971
2.6180   0.55476803
2.6354   0.43309414
2.6529   0.84086884
2.6704   0.62947976
2.6878   0.71144558
2.7053   0.72705308
2.7227   1.00000000
2.7402   1.00000000
2.7576   0.63596198
2.7751   0.83120425
2.7925   1.00000000
2.8100   0.87836798
2.8274   0.86482358
2.8449   1.00000000
2.8623   0.78596600
2.8798   0.78828274
2.8972   1.00000000
2.9147   0.86039836
2.9322   0.85371112
2.9496   1.00000000
2.9671   1.00000000
2.9845   0.80742335
3.0020   1.00000000
3.0194   1.00000000
3.0369   1.00000000
3.0543   1.00000000
3.0718   0.86047184
3.0892   1.00000000
3.1067   0.82773481
3.1241   1.00000000
3.1416   1.00000000
