  \phi      E(\phi)
0.0000  -0.95728508
0.0175  -0.96265583
0.0349  -1.00000000
0.0524  -0.98990746
0.0698  -1.00000000
0.0873  -0.98934887
0.1047  -1.00000000
0.1222  -1.00000000
0.1396  -0.96024416
0.1571  -1.00000000
0.1745  -0.97879015
0.1920  -0.96386563
0.2094  -0.95448608
0.2269  -0.99003124
0.2443  -0.97459651
0.2618  -1.00000000
0.2793  -0.95091826
0.2967  -0.96495042
0.3142  -0.98909650
0.3316  -0.97812160
0.3491  -0.95716516
0.3665  -0.89040965
0.3840  -1.00000000
0.4014  -0.94923355
0.4189  -0.95904930
0.4363  -0.97737976
0.4538  -0.90639044
0.4712  -0.94533926
0.4887  -0.95529656
0.5061  -0.93417270
0.5236  -0.94182230
0.5411  -0.87881569
0.5585  -0.88326416
0.5760  -0.84127901
0.5934  -0.84987976
0.6109  -0.90076765
0.6283  -0.93850505
0.6458  -0.85667742
0.6632  -0.88328744
0.6807  -0.91166345
0.6981  -0.85045502
0.7156  -0.83278728
0.7330  -0.89282189
0.7505  -0.91341199
0.7679  -0.85467607
0.7854  -0.87151953
0.8029  -0.82899635
0.8203  -0.85127567
0.8378  -0.85342378
0.8552  -0.78979084
0.8727  -0.73574520
0.8901  -0.85163159
0.9076  -0.70442647
0.9250  -0.74815065
0.9425  -0.74594198
0.9599  -0.81103965
0.9774  -0.80197643
0.9948  -0.71674826
1.0123  -0.75504949
1.0297  -0.56951013
1.0472  -0.74260932
1.0647  -0.65734889
1.0821  -0.73182827
1.0996  -0.64910235
1.1170  -0.60656305
1.1345  -0.72309577
1.1519  -0.55734184
1.1694  -0.60188961
1.1868  -0.69497046
1.2043  -0.50378539
1.2217  -0.60795301
1.2392  -0.62507116
1.2566  -0.58875211
1.2741  -0.58388276
1.2915  -0.45891873
1.3090  -0.54774899
1.3265  -0.37733511
1.3439  -0.41169159
1.3614  -0.61603855
1.3788  -0.68035130
1.3963  -0.51155975
1.4137  -0.54553058
1.4312  -0.42922615
1.4486  -0.42021775
1.4661  -0.44129898
1.4835  -0.39116813
1.5010  -0.55048552
1.5184  -0.30089188
1.5359  -0.39215692
1.5533  -0.22403307
1.5708  -0.36903089
1.5882  -0.48909507
1.6057  -0.41993805
1.6232  -0.23680077
1.6406  -0.30683342
1.6581  -0.15844650
1.6755  -0.07540096
1.6930  -0.13484483
1.7104  -0.27902742
1.7279  -0.15880470
1.7453  -0.43834493
1.7628  -0.10742197
1.7802  -0.18551956
1.7977  -0.05098351
1.8151  -0.05097958
1.8326  -0.15880986
1.8500  -0.07115615
1.8675  -0.08206369
1.8850  -0.15433341
1.9024  -0.15289481
1.9199   0.02363611
1.9373  -0.05659218
1.9548  -0.04868262
1.9722   0.14170281
1.9897  -0.03371631
2.0071   0.09533004
2.0246   0.23091740
2.0420   0.26126173
2.0595   0.03152592
2.0769   0.01830534
2.0944   0.14694175
2.1118   0.23230517
2.1293   0.25800448
2.1468   0.13405314
2.1642   0.43897673
2.1817   0.27528967
2.1991   0.40336993
2.2166   0.30576480
2.2340   0.32831585
2.2515   0.06651342
2.2689   0.27839107
2.2864   0.45445554
2.3038   0.32287954
2.3213   0.57524129
2.3387   0.60710361
2.3562   0.60968393
2.3736   0.59005361
2.3911   0.34203002
2.4086   0.55515635
2.4260   0.38602458
2.4435   0.69023850
2.4609   0.52160958
2.4784   0.54994172
2.4958   0.66556187
2.5133   0.65417866
2.5307   0.66611597
2.5482   0.63120152
2.5656   0.71337822
2.5831   0.70815070
2.6005   0.54976521
2.6180   0.68112692
2.6354   0.69334123
2.6529   0.78733065
2.6704   0.73171613
2.6878   0.87501325
2.7053   0.79723899
2.7227   0.85307883
2.7402   0.90320922
2.7576   0.80670079
2.7751   0.76212818
2.7925   0.84542435
2.8100   1.00000000
2.8274   0.82658536
2.8449   0.90033187
2.8623   1.00000000
2.8798   0.80706739
2.8972   0.81467562
2.9147   0.85437401
2.9322   0.91697471
2.9496   0.89727560
2.9671   1.00000000
2.9845   0.91910566
3.0020   0.89647861
3.0194   1.00000000
3.0369   0.95265970
3.0543   1.00000000
3.0718   0.95788020
3.0892   1.00000000
3.1067   0.92606304
3.1241   0.95946185
3.1416   0.92277155
