  \phi      E(\phi)
0.0000  -0.94674299
0.0175  -0.91236299
0.0349  -0.91174746
0.0524  -0.94434879
0.0698  -0.94499293
0.0873  -0.87285221
0.1047  -0.89382543
0.1222  -0.86849700
0.1396  -0.89125452
0.1571  -0.88372285
0.1745  -0.92755269
0.1920  -0.86447540
0.2094  -0.91374916
0.2269  -0.86022999
0.2443  -0.95481131
0.2618  -0.85951327
0.2793  -0.93723910
0.2967  -0.90031436
0.3142  -0.91077529
0.3316  -0.85811133
0.3491  -0.80397696
0.3665  -0.87723219
0.3840  -0.89487275
0.4014  -0.88575221
0.4189  -0.87642082
0.4363  -0.85890349
0.4538  -0.87580917
0.4712  -0.83517626
0.4887  -0.89863220
0.5061  -0.84161145
0.5236  -0.83948105
0.5411  -0.86176628
0.5585  -0.82458734
0.5760  -0.93980036
0.5934  -0.83352139
0.6109  -0.81667964
0.6283  -0.88713283
0.6458  -0.82615483
0.6632  -0.82761200
0.6807  -0.75651577
0.6981  -0.78381522
0.7156  -0.69703428
0.7330  -0.79444041
0.7505  -0.71267656
0.7679  -0.74079791
0.7854  -0.76477371
0.8029  -0.78287402
0.8203  -0.75077297
0.8378  -0.72569584
0.8552  -0.83276741
0.8727  -0.74777377
0.8901  -0.65930111
0.9076  -0.70652838
0.9250  -0.61462902
0.9425  -0.73336699
0.9599  -0.64025936
0.9774  -0.68225923
0.9948  -0.56597395
1.0123  -0.70686365
1.0297  -0.66681876
1.0472  -0.79108138
1.0647  -0.69425905
1.0821  -0.72114715
1.0996  -0.71892283
1.1170  -0.57970298
1.1345  -0.51834982
1.1519  -0.56981417
1.1694  -0.58992810
1.1868  -0.51644120
1.2043  -0.58449787
1.2217  -0.56972112
1.2392  -0.47410531
1.2566  -0.52337726
1.2741  -0.47145497
1.2915  -0.46601607
1.3090  -0.43414687
1.3265  -0.48477716
1.3439  -0.48866892
1.3614  -0.50973708
1.3788  -0.58984884
1.3963  -0.39091175
1.4137  -0.51984829
1.4312  -0.28593597
1.4486  -0.49132325
1.4661  -0.24394347
1.4835  -0.45470302
1.5010  -0.45321977
1.5184  -0.35286322
1.5359  -0.33707985
1.5533  -0.21581231
1.5708  -0.25851199
1.5882  -0.17215096
1.6057  -0.25975356
1.6232  -0.22979869
1.6406  -0.27586349
1.6581  -0.14198121
1.6755  -0.28691953
1.6930  -0.18596050
1.7104  -0.11410353
1.7279  -0.09258644
1.7453  -0.21452075
1.7628   0.05051883
1.7802  -0.17691228
1.7977  -0.03031762
1.8151  -0.04305298
1.8326   0.14011831
1.8500  -0.25463722
1.8675  -0.04500490
1.8850   0.10281727
1.9024  -0.16265950
1.9199  -0.02738988
1.9373   0.00592850
1.9548   0.12811514
1.9722   0.11734295
1.9897   0.18548749
2.0071   0.05650911
2.0246   0.30003750
2.0420   0.08800576
2.0595   0.10450436
2.0769   0.39512930
2.0944   0.33280089
2.1118  -0.05369923
2.1293   0.10870621
2.1468   0.30634375
2.1642   0.16762477
2.1817   0.39327903
2.1991   0.33852698
2.2166   0.34061705
2.2340   0.37095101
2.2515   0.34843339
2.2689   0.37901548
2.2864   0.43599645
2.3038   0.40824520
2.3213   0.51009112
2.3387   0.45499172
2.3562   0.48338670
2.3736   0.42310984
2.3911   0.45790403
2.4086   0.47245744
2.4260   0.45852526
2.4435   0.52537465
2.4609   0.62849658
2.4784   0.69445460
2.4958   0.58999087
2.5133   0.58019380
2.5307   0.69000028
2.5482   0.54533940
2.5656   0.67121723
2.5831   0.59450346
2.6005   0.59155522
2.6180   0.61886458
2.6354   0.67152925
2.6529   0.80117240
2.6704   0.71255099
2.6878   0.70016201
2.7053   0.74942266
2.7227   0.77807401
2.7402   0.77982360
2.7576   0.57059746
2.7751   0.70698899
2.7925   0.72909052
2.8100   0.76810776
2.8274   0.72632870
2.8449   0.81452346
2.8623   0.74452107
2.8798   0.68278433
2.8972   0.59826492
2.9147   0.74412337
2.9322   0.81811728
2.9496   0.89188642
2.9671   0.64211074
2.9845   0.88783228
3.0020   0.75730985
3.0194   0.80155311
3.0369   0.55478896
3.0543   0.76130098
3.0718   0.92272279
3.0892   0.74871178
3.1067   0.65319309
3.1241   0.92405817
3.1416   0.88792404
