  \phi      E(\phi)
0.0000  -1.00000000
0.0175  -0.93276006
0.0349  -0.96772611
0.0524  -1.00000000
0.0698  -1.00000000
0.0873  -0.95105250
0.1047  -1.00000000
0.1222  -0.98867133
0.1396  -1.00000000
0.1571  -0.97857521
0.1745  -1.00000000
0.1920  -1.00000000
0.2094  -0.96027749
0.2269  -0.97761632
0.2443  -0.96756692
0.2618  -1.00000000
0.2793  -0.93443004
0.2967  -0.93429720
0.3142  -0.97409522
0.3316  -0.91183151
0.3491  -0.91504248
0.3665  -0.92790705
0.3840  -0.94583503
0.4014  -0.94856874
0.4189  -0.96726986
0.4363  -0.93938249
0.4538  -0.89896809
0.4712  -0.86942569
0.4887  -0.97173653
0.5061  -0.93606908
0.5236  -0.88434923
0.5411  -0.86969279
0.5585  -0.88355032
0.5760  -0.91262230
0.5934  -0.89903591
0.6109  -0.95497505
0.6283  -0.94807669
0.6458  -0.80038614
0.6632  -0.86377881
0.6807  -0.93991404
0.6981  -0.89304244
0.7156  -0.77304871
0.7330  -0.78635049
0.7505  -0.85117290
0.7679  -0.81082975
0.7854  -0.75671243
0.8029  -0.87276128
0.8203  -0.72082386
0.8378  -0.87246114
0.8552  -0.81697025
0.8727  -0.81433078
0.8901  -0.69150384
0.9076  -0.85471405
0.9250  -0.69325456
0.9425  -0.75209638
0.9599  -0.76079433
0.9774  -0.62833821
0.9948  -0.68759787
1.0123  -0.63820730
1.0297  -0.66724329
1.0472  -0.68198564
1.0647  -0.74531266
1.0821  -0.62187892
1.0996  -0.74873036
1.1170  -0.68842594
1.1345  -0.62851602
1.1519  -0.67037584
1.1694  -0.63966035
1.1868  -0.62123500
1.2043  -0.63659395
1.2217  -0.55068546
1.2392  -0.54619963
1.2566  -0.54066803
1.2741  -0.58883876
1.2915  -0.54401474
1.3090  -0.57363927
1.3265  -0.53127000
1.3439  -0.50309049
1.3614  -0.59410559
1.3788  -0.46534568
1.3963  -0.43314689
1.4137  -0.46940426
1.4312  -0.42782596
1.4486  -0.56860702
1.4661  -0.38393894
1.4835  -0.24377872
1.5010  -0.36808449
1.5184  -0.33740598
1.5359  -0.40613543
1.5533  -0.31256437
1.5708  -0.39765829
1.5882  -0.22763443
1.6057  -0.32758799
1.6232  -0.30655549
1.6406  -0.21542035
1.6581  -0.23789714
1.6755  -0.35533496
1.6930  -0.18037490
1.7104  -0.26184305
1.7279  -0.27917747
1.7453  -0.01619769
1.7628  -0.11294940
1.7802  -0.30389576
1.7977  -0.00921925
1.8151   0.10943901
1.8326  -0.15820763
1.8500  -0.17150794
1.8675   0.03581667
1.8850  -0.16510178
1.9024   0.04146736
1.9199  -0.01277170
1.9373  -0.01566743
1.9548   0.07546801
1.9722   0.18865560
1.9897  -0.05103421
2.0071   0.15863929
2.0246   0.11617911
2.0420   0.02962695
2.0595   0.11087794
2.0769   0.11679109
2.0944   0.12925239
2.1118   0.17924588
2.1293   0.32612693
2.1468   0.21435460
2.1642   0.14735670
2.1817   0.34296921
2.1991   0.31576877
2.2166   0.26592094
2.2340   0.51589486
2.2515   0.54058247
2.2689   0.42848507
2.2864   0.32848823
2.3038   0.26041479
2.3213   0.42093543
2.3387   0.66666171
2.3562   0.48379473
2.3736   0.40792440
2.3911   0.46444130
2.4086   0.47209294
2.4260   0.60904092
2.4435   0.68140249
2.4609   0.41056378
2.4784   0.73530704
2.4958   0.41081811
2.5133   0.61507938
2.5307   0.59070003
2.5482   0.57457854
2.5656   0.66765700
2.5831   0.81682887
2.6005   0.73654486
2.6180   0.76100394
2.6354   0.79559899
2.6529   0.80481555
2.6704   0.76838925
2.6878   0.72127605
2.7053   0.95376493
2.7227   0.86604101
2.7402   1.00000000
2.7576   0.68378057
2.7751   0.67531387
2.7925   0.94617135
2.8100   0.82291732
2.8274   0.92353862
2.8449   0.92089844
2.8623   0.81998033
2.8798   0.92548783
2.8972   0.95571811
2.9147   0.91357578
2.9322   1.00000000
2.9496   1.00000000
2.9671   0.90455736
2.9845   0.84267855
3.0020   0.95184928
3.0194   1.00000000
3.0369   0.94306534
3.0543   1.00000000
3.0718   0.90670192
3.0892   0.95987053
3.1067   1.00000000
3.1241   0.87341705
3.1416   1.00000000
