  \phi      E(\phi)
0.0000  -0.80716926
0.0175  -0.72957737
0.0349  -0.75440659
0.0524  -0.77647272
0.0698  -0.68943874
0.0873  -0.77577726
0.1047  -0.73464880
0.1222  -0.83135229
0.1396  -0.72711519
0.1571  -0.77555798
0.1745  -0.74339780
0.1920  -0.76855913
0.2094  -0.80067653
0.2269  -0.75872417
0.2443  -0.81119570
0.2618  -0.71788596
0.2793  -0.83291123
0.2967  -0.80158218
0.3142  -0.72417309
0.3316  -0.79687050
0.3491  -0.76327926
0.3665  -0.75909634
0.3840  -0.68088158
0.4014  -0.78460253
0.4189  -0.71808762
0.4363  -0.64939590
0.4538  -0.74925730
0.4712  -0.75382362
0.4887  -0.65864118
0.5061  -0.70622762
0.5236  -0.74320109
0.5411  -0.68273946
0.5585  -0.71411860
0.5760  -0.66390846
0.5934  -0.69627447
0.6109  -0.72675673
0.6283  -0.77312299
0.6458  -0.71747785
0.6632  -0.65680443
0.6807  -0.62801059
0.6981  -0.69816633
0.7156  -0.62985566
0.7330  -0.67181999
0.7505  -0.61855495
0.7679  -0.60733328
0.7854  -0.56480311
0.8029  -0.67049227
0.8203  -0.63872680
0.8378  -0.58505144
0.8552  -0.64085744
0.8727  -0.61103308
0.8901  -0.64759517
0.9076  -0.65878504
0.9250  -0.62734017
0.9425  -0.59043467
0.9599  -0.51673039
0.9774  -0.61614992
0.9948  -0.50598811
1.0123  -0.63914899
1.0297  -0.59778490
1.0472  -0.48551642
1.0647  -0.51230870
1.0821  -0.50714874
1.0996  -0.43907705
1.1170  -0.60752964
1.1345  -0.54362653
1.1519  -0.57694847
1.1694  -0.44418273
1.1868  -0.39742209
1.2043  -0.58590842
1.2217  -0.45251314
1.2392  -0.47168792
1.2566  -0.52221904
1.2741  -0.59316335
1.2915  -0.44508598
1.3090  -0.23555367
1.3265  -0.38788048
1.3439  -0.28633059
1.3614  -0.39598175
1.3788  -0.26631079
1.3963  -0.33031908
1.4137  -0.28486551
1.4312  -0.22436105
1.4486  -0.24465806
1.4661  -0.47730371
1.4835  -0.30568886
1.5010  -0.35777036
1.5184  -0.35164035
1.5359  -0.26805203
1.5533  -0.40033533
1.5708  -0.30146950
1.5882  -0.05042913
1.6057  -0.32971136
1.6232  -0.17503548
1.6406  -0.30063838
1.6581  -0.26628981
1.6755  -0.21231742
1.6930  -0.20709687
1.7104  -0.17077254
1.7279  -0.19352622
1.7453  -0.19956969
1.7628  -0.05307152
1.7802  -0.23386195
1.7977   0.01211684
1.8151   0.15835264
1.8326  -0.22833695
1.8500  -0.08285122
1.8675  -0.11475783
1.8850  -0.05193092
1.9024  -0.05081037
1.9199   0.13186649
1.9373   0.02401362
1.9548   0.14650914
1.9722   0.03527531
1.9897   0.27204219
2.0071   0.07156002
2.0246  -0.03223194
2.0420   0.14662443
2.0595   0.31719768
2.0769   0.07650953
2.0944   0.11568891
2.1118   0.10634363
2.1293   0.14088763
2.1468   0.22836831
2.1642   0.05095237
2.1817   0.28583453
2.1991   0.28664359
2.2166   0.30089037
2.2340   0.06762704
2.2515   0.12976004
2.2689   0.23395156
2.2864   0.16990055
2.3038   0.24234282
2.3213   0.19958080
2.3387   0.39413679
2.3562   0.36723640
2.3736   0.22204425
2.3911   0.21464139
2.4086   0.34709764
2.4260   0.30396403
2.4435   0.25680925
2.4609   0.48857661
2.4784   0.41357076
2.4958   0.33434911
2.5133   0.27687334
2.5307   0.42907905
2.5482   0.42013744
2.5656   0.36668997
2.5831   0.62188212
2.6005   0.51042903
2.6180   0.56416465
2.6354   0.53066132
2.6529   0.49036093
2.6704   0.44688155
2.6878   0.38667258
2.7053   0.47939381
2.7227   0.51141554
2.7402   0.48660219
2.7576   0.59405455
2.7751   0.67299183
2.7925   0.61482762
2.8100   0.52638610
2.8274   0.59397749
2.8449   0.70996238
2.8623   0.57029652
2.8798   0.44029698
2.8972   0.56181185
2.9147   0.36498629
2.9322   0.45983140
2.9496   0.58211781
2.9671   0.54365660
2.9845   0.56569504
3.0020   0.57410412
3.0194   0.40377585
3.0369   0.75809268
3.0543   0.64996772
3.0718   0.69252323
3.0892   0.76553050
3.1067   0.63270985
3.1241   0.81229442
3.1416   0.69243240
