  \phi      E(\phi)
0.0000  -0.97938801
0.0175  -0.98746697
0.0349  -0.98533454
0.0524  -0.97451300
0.0698  -0.96749434
0.0873  -0.96529761
0.1047  -0.96903157
0.1222  -0.97596617
0.1396  -0.97331077
0.1571  -0.97029034
0.1745  -0.96904259
0.1920  -0.97728912
0.2094  -0.96795340
0.2269  -0.96506410
0.2443  -0.96415312
0.2618  -0.93909407
0.2793  -0.95145040
0.2967  -0.96478446
0.3142  -0.96286920
0.3316  -0.96439279
0.3491  -0.96193278
0.3665  -0.94957354
0.3840  -0.94892146
0.4014  -0.94389152
0.4189  -0.94033819
0.4363  -0.93940064
0.4538  -0.91106174
0.4712  -0.92646678
0.4887  -0.93839027
0.5061  -0.91215378
0.5236  -0.90058658
0.5411  -0.92476710
0.5585  -0.90300067
0.5760  -0.87171223
0.5934  -0.89330031
0.6109  -0.87148244
0.6283  -0.87872689
0.6458  -0.87856772
0.6632  -0.85732380
0.6807  -0.83577023
0.6981  -0.87018915
0.7156  -0.85058617
0.7330  -0.82400765
0.7505  -0.82728046
0.7679  -0.87034766
0.7854  -0.84963977
0.8029  -0.78040875
0.8203  -0.79610708
0.8378  -0.79398073
0.8552  -0.80742228
0.8727  -0.79139561
0.8901  -0.77842301
0.9076  -0.77140278
0.9250  -0.73661500
0.9425  -0.73611827
0.9599  -0.73311887
0.9774  -0.73177147
0.9948  -0.71109293
1.0123  -0.71249676
1.0297  -0.74241392
1.0472  -0.70101256
1.0647  -0.68874293
1.0821  -0.72849387
1.0996  -0.66154531
1.1170  -0.68107945
1.1345  -0.66335950
1.1519  -0.63067132
1.1694  -0.61254358
1.1868  -0.61745940
1.2043  -0.60021210
1.2217  -0.62762566
1.2392  -0.59404067
1.2566  -0.53762144
1.2741  -0.52501992
1.2915  -0.57146434
1.3090  -0.55606604
1.3265  -0.53742969
1.3439  -0.56567323
1.3614  -0.50828585
1.3788  -0.43426056
1.3963  -0.42601169
1.4137  -0.45059620
1.4312  -0.44138126
1.4486  -0.45876968
1.4661  -0.42866420
1.4835  -0.39672246
1.5010  -0.30220353
1.5184  -0.30719309
1.5359  -0.42625699
1.5533  -0.28225671
1.5708  -0.37453023
1.5882  -0.34367647
1.6057  -0.29715335
1.6232  -0.23254543
1.6406  -0.30206577
1.6581  -0.22308072
1.6755  -0.18220560
1.6930  -0.13855462
1.7104  -0.19827197
1.7279  -0.18549317
1.7453  -0.08007995
1.7628  -0.19671810
1.7802  -0.07277932
1.7977  -0.11810615
1.8151  -0.13793306
1.8326  -0.09012610
1.8500  -0.02554089
1.8675  -0.09296045
1.8850   0.00715305
1.9024  -0.06392035
1.9199  -0.02020986
1.9373  -0.06131104
1.9548   0.06778597
1.9722   0.07394231
1.9897   0.00391123
2.0071   0.15198754
2.0246   0.08651853
2.0420   0.13539624
2.0595   0.14689987
2.0769   0.21833469
2.0944   0.20659692
2.1118   0.18454862
2.1293   0.23289367
2.1468   0.26951204
2.1642   0.28538032
2.1817   0.26378595
2.1991   0.32859234
2.2166   0.32108447
2.2340   0.36339218
2.2515   0.32606299
2.2689   0.40575915
2.2864   0.35468801
2.3038   0.38527722
2.3213   0.37491575
2.3387   0.40651292
2.3562   0.49827842
2.3736   0.50070170
2.3911   0.49922431
2.4086   0.45416165
2.4260   0.57525322
2.4435   0.60401892
2.4609   0.57776858
2.4784   0.55497792
2.4958   0.61613602
2.5133   0.67424433
2.5307   0.70661573
2.5482   0.64352388
2.5656   0.74400572
2.5831   0.73440456
2.6005   0.73013586
2.6180   0.71492618
2.6354   0.73556832
2.6529   0.75829520
2.6704   0.75510153
2.6878   0.78036988
2.7053   0.79445094
2.7227   0.81227415
2.7402   0.86353003
2.7576   0.86147942
2.7751   0.82680202
2.7925   0.87079064
2.8100   0.87492668
2.8274   0.84920141
2.8449   0.93545359
2.8623   0.89930780
2.8798   0.90030550
2.8972   0.91230898
2.9147   0.90104194
2.9322   0.95012064
2.9496   0.88578892
2.9671   0.94803097
2.9845   0.94085097
3.0020   0.94798494
3.0194   0.95278125
3.0369   0.96966153
3.0543   0.95303254
3.0718   0.96346513
3.0892   0.94801457
3.1067   0.97765716
3.1241   0.93817864
3.1416   0.95663226
