  \phi      E(\phi)
0.0000  -1.00000000
0.0175  -0.94476526
0.0349  -0.98883305
0.0524  -1.00000000
0.0698  -0.98767420
0.0873  -0.92640546
0.1047  -1.00000000
0.1222  -1.00000000
0.1396  -0.98736825
0.1571  -0.94735664
0.1745  -0.99010015
0.1920  -0.91538192
0.2094  -0.98908339
0.2269  -0.98110297
0.2443  -0.99101070
0.2618  -0.98034913
0.2793  -0.97661125
0.2967  -0.93024407
0.3142  -1.00000000
0.3316  -0.96281021
0.3491  -0.93715832
0.3665  -0.94751849
0.3840  -0.95554520
0.4014  -0.94681413
0.4189  -0.93712012
0.4363  -0.88957481
0.4538  -0.93145917
0.4712  -0.86030334
0.4887  -0.82697763
0.5061  -0.87430185
0.5236  -0.90397173
0.5411  -0.89118019
0.5585  -0.89876894
0.5760  -0.88636836
0.5934  -0.88421941
0.6109  -0.93248908
0.6283  -0.88291509
0.6458  -0.91521344
0.6632  -0.82312939
0.6807  -0.77034633
0.6981  -0.85547893
0.7156  -0.83408801
0.7330  -0.92819950
0.7505  -0.82869207
0.7679  -0.82867657
0.7854  -0.81959751
0.8029  -0.79032942
0.8203  -0.85452250
0.8378  -0.79192087
0.8552  -0.87879845
0.8727  -0.66174748
0.8901  -0.78728276
0.9076  -0.86842535
0.9250  -0.79174556
0.9425  -0.77312639
0.9599  -0.74352066
0.9774  -0.78882277
0.9948  -0.74905468
1.0123  -0.63462666
1.0297  -0.72175824
1.0472  -0.74929692
1.0647  -0.65745712
1.0821  -0.61900438
1.0996  -0.70417479
1.1170  -0.63064035
1.1345  -0.71640404
1.1519  -0.50248700
1.1694  -0.66799152
1.1868  -0.56654503
1.2043  -0.55039620
1.2217  -0.46857635
1.2392  -0.60497563
1.2566  -0.53305589
1.2741  -0.53141563
1.2915  -0.50617271
1.3090  -0.55635437
1.3265  -0.44751621
1.3439  -0.52700624
1.3614  -0.54884445
1.3788  -0.46935955
1.3963  -0.57250098
1.4137  -0.34489999
1.4312  -0.23661780
1.4486  -0.36465071
1.4661  -0.30158724
1.4835  -0.41662642
1.5010  -0.44875841
1.5184  -0.43932992
1.5359  -0.40214389
1.5533  -0.29112064
1.5708  -0.37617864
1.5882  -0.27772299
1.6057  -0.29931998
1.6232  -0.26849021
1.6406  -0.28255602
1.6581  -0.19527477
1.6755  -0.33300606
1.6930  -0.33726263
1.7104  -0.26325556
1.7279  -0.13152691
1.7453  -0.10759472
1.7628  -0.23178621
1.7802  -0.07078445
1.7977  -0.23530797
1.8151  -0.19746486
1.8326  -0.06978997
1.8500  -0.08915931
1.8675   0.02451959
1.8850  -0.04644875
1.9024  -0.10979459
1.9199   0.01687698
1.9373   0.00125056
1.9548   0.07665157
1.9722   0.10155547
1.9897  -0.03906100
2.0071  -0.13494014
2.0246   0.04812892
2.0420  -0.00069980
2.0595   0.05509723
2.0769   0.02643253
2.0944   0.24709378
2.1118   0.43685893
2.1293   0.29044688
2.1468   0.19920112
2.1642   0.25642521
2.1817   0.37290680
2.1991   0.26788079
2.2166   0.17327490
2.2340   0.40187552
2.2515   0.38003739
2.2689   0.48908822
2.2864   0.35779437
2.3038   0.49129854
2.3213   0.57491475
2.3387   0.44096291
2.3562   0.59591714
2.3736   0.27467501
2.3911   0.43511156
2.4086   0.42279488
2.4260   0.43367556
2.4435   0.70626613
2.4609   0.38778639
2.4784   0.49722256
2.4958   0.44292726
2.5133   0.68177167
2.5307   0.60281911
2.5482   0.76724352
2.5656   0.67817539
2.5831   0.82026601
2.6005   0.73283389
2.6180   0.59608234
2.6354   0.73737480
2.6529   0.71475749
2.6704   0.71387166
2.6878   0.59491423
2.7053   0.86897754
2.7227   0.90424800
2.7402   0.74757946
2.7576   0.85746837
2.7751   0.95479636
2.7925   0.80610395
2.8100   0.74258199
2.8274   0.89750547
2.8449   0.91496500
2.8623   0.85401053
2.8798   0.70839293
2.8972   0.83770091
2.9147   0.96296774
2.9322   0.86526775
2.9496   0.95470810
2.9671   0.92120657
2.9845   0.90901210
3.0020   0.90861058
3.0194   0.86970386
3.0369   0.90478289
3.0543   0.93709812
3.0718   0.94760895
3.0892   0.89294354
3.1067   1.00000000
3.1241   0.96377312
3.1416   1.00000000
